,2_digit_naics,3_digit_naics,industry,avg_wage,monthly_rent_allowance,year
624,32,322,Paper manufacturing,64758.0,1798.8333333333333,2017
625,32,323,Printing and related support activities,52485.0,1457.9166666666667,2017
626,32,324,Petroleum and coal products manufacturing,84674.0,2352.0555555555557,2017
627,32,325,Chemical manufacturing,84594.0,2349.8333333333335,2017
628,32,326,Plastics and rubber products manufacturing,50983.0,1416.1944444444443,2017
629,32,327,Nonmetallic mineral product manufacturing,63412.0,1761.4444444444443,2017
630,33,331,Primary metal manufacturing,75240.0,2090.0,2017
631,33,332,Fabricated metal product manufacturing,57221.0,1589.4722222222224,2017
632,33,333,Machinery manufacturing,75821.0,2106.138888888889,2017
633,33,334,Computer and electronic product manufacturing,102023.0,2833.972222222222,2017
634,33,335,Electrical equipment and appliance manufacturing,80756.0,2243.222222222222,2017
635,33,336,Transportation equipment manufacturing,117075.0,3252.0833333333335,2017
636,33,337,Furniture and related product manufacturing,46506.0,1291.8333333333333,2017
637,33,339,Miscellaneous manufacturing,72491.0,2013.638888888889,2017
638,42,nan,Wholesale trade,91019.0,2528.3055555555557,2017
639,42,423,"Merchant wholesalers, durable goods",95070.0,2640.8333333333335,2017
640,42,424,"Merchant wholesalers, nondurable goods",70332.0,1953.6666666666667,2017
641,42,425,Electronic markets and agents and broker,112231.0,3117.527777777778,2017
642,44-45,nan,Retail trade,84497.0,2347.138888888889,2017
643,44,441,Motor vehicle and parts dealers,57330.0,1592.5,2017
644,44,443,Electronics and appliance stores,58945.0,1637.361111111111,2017
645,44,444,Building material and garden supply stores,41842.0,1162.2777777777778,2017
646,44,445,Food and beverage stores,33135.0,920.4166666666666,2017
647,44,446,Health and personal care stores,43862.0,1218.388888888889,2017
648,44,448,Clothing and clothing accessories stores,26464.0,735.1111111111112,2017
649,45,451,"Sporting goods, hobby, book and music stores",29393.0,816.4722222222222,2017
650,45,452,General merchandise stores,37283.0,1035.638888888889,2017
651,45,453,Miscellaneous store retailers,32610.0,905.8333333333334,2017
652,48-49,nan,Transportation and warehousing,66898.0,1858.2777777777776,2017
653,48,481,Air transportation,90480.0,2513.3333333333335,2017
654,48,483,Water transportation,88142.0,2448.388888888889,2017
655,48,484,Truck transportation,51431.0,1428.638888888889,2017
656,48,485,Transit and ground passenger transportation,41216.0,1144.888888888889,2017
657,48,487,Scenic and sightseeing transportation,48230.0,1339.7222222222222,2017
658,48,488,Support activities for transportation,65814.0,1828.1666666666667,2017
659,49,491,Postal service,30690.0,852.5,2017
660,49,492,Couriers and messengers,45472.0,1263.111111111111,2017
661,49,493,Warehousing and storage,56140.0,1559.4444444444443,2017
662,51,nan,Information,197097.0,5474.916666666667,2017
663,51,511,"Publishing industries, except Internet",223788.0,6216.333333333333,2017
664,51,512,Motion picture and sound recording industries,31589.0,877.4722222222222,2017
665,51,515,"Broadcasting, except Internet",86930.0,2414.722222222222,2017
666,51,516,Internet publishing and broadcasting,0.0,0.0,2017
667,51,517,Telecommunications,144974.0,4027.055555555555,2017
668,51,518,"ISPs, search portals, and data processing",122645.0,3406.805555555555,2017
669,51,519,Other information services,216137.0,6003.805555555556,2017
670,52,nan,Finance and insurance,113754.0,3159.8333333333335,2017
671,52,522,Credit intermediation and related activities,102015.0,2833.75,2017
672,52,523,"Securities, commodity contracts, investments",172682.0,4796.722222222222,2017
673,52,524,Insurance carriers and related activities,96808.0,2689.111111111111,2017
674,53,nan,Real estate and rental and leasing,62791.0,1744.1944444444443,2017
675,53,531,Real estate,64529.0,1792.4722222222224,2017
676,53,532,Rental and leasing services,53520.0,1486.6666666666667,2017
677,53,533,Lessors of nonfinancial intangible asset,116898.0,3247.1666666666665,2017
678,54,nan,Professional and technical services,104371.0,2899.194444444445,2017
679,54,541,Professional and technical services,104371.0,2899.194444444445,2017
680,55,nan,Management of companies and enterprises,117189.0,3255.25,2017
681,55,551,Management of companies and enterprises,117189.0,3255.25,2017
682,56,nan,Administrative and waste services,56770.0,1576.9444444444443,2017
683,56,561,Administrative and support services,56433.0,1567.5833333333333,2017
684,56,562,Waste management and remediation service,64538.0,1792.7222222222224,2017
685,62,nan,Healthcare and social assistance,57114.0,1586.5,2017
686,62,621,Ambulatory healthcare services,68324.0,1897.888888888889,2017
687,62,622,Hospitals,87202.0,2422.277777777778,2017
688,62,623,Nursing and residential care facilities,36921.0,1025.5833333333333,2017
689,62,624,Social assistance,28550.0,793.0555555555555,2017
690,71,nan,"Arts, entertainment, and recreation",42910.0,1191.9444444444446,2017
691,71,711,Performing arts and spectator sports,86992.0,2416.4444444444443,2017
692,71,712,"Museums, historical sites, zoos, and parks",39573.0,1099.25,2017
693,71,713,"Amusements, gambling, and recreation",23873.0,663.1388888888889,2017
694,72,nan,Accommodation and food services,27325.0,759.0277777777778,2017
695,72,721,Accommodation,37757.0,1048.8055555555554,2017
696,72,722,Food services and drinking places,25798.0,716.6111111111112,2017
697,81,nan,"Other services, except public administration",45617.0,1267.138888888889,2017
698,81,811,Repair and maintenance,51587.0,1432.9722222222224,2017
699,81,812,Personal and laundry services,32253.0,895.9166666666666,2017
700,81,813,Membership associations and organization,58609.0,1628.0277777777776,2017
701,81,814,Private households,40321.0,1120.0277777777778,2017
702,msb,,Min Wage for Small Business w/ Bene or Tips,17520.0,486.6666666666667,2011
703,msb,,Min Wage for Small Business w/ Bene or Tips,18080.0,502.22222222222223,2012
704,msb,,Min Wage for Small Business w/ Bene or Tips,18380.0,510.5555555555556,2013
705,msb,,Min Wage for Small Business w/ Bene or Tips,18640.0,517.7777777777777,2014
706,msb,,Min Wage for Small Business w/ Bene or Tips,20000.0,555.5555555555555,2015
707,msb,,Min Wage for Small Business w/ Bene or Tips,21000.0,583.3333333333334,2016
708,msb,,Min Wage for Small Business w/ Bene or Tips,22000.0,611.1111111111111,2017
709,ms,,Min Wage for Small Business,17520.0,486.6666666666667,2011
710,ms,,Min Wage for Small Business,18080.0,502.22222222222223,2012
711,ms,,Min Wage for Small Business,18380.0,510.5555555555556,2013
712,ms,,Min Wage for Small Business,18640.0,517.7777777777777,2014
713,ms,,Min Wage for Small Business,22000.0,611.1111111111111,2015
714,ms,,Min Wage for Small Business,24000.0,666.6666666666666,2016
715,ms,,Min Wage for Small Business,26000.0,722.2222222222222,2017
716,mlb,,Min Wage for Large Business w/ Bene,17520.0,486.6666666666667,2011
717,mlb,,Min Wage for Large Business w/ Bene,18080.0,502.22222222222223,2012
718,mlb,,Min Wage for Large Business w/ Bene,18380.0,510.5555555555556,2013
719,mlb,,Min Wage for Large Business w/ Bene,18640.0,517.7777777777777,2014
720,mlb,,Min Wage for Large Business w/ Bene,22000.0,611.1111111111111,2015
721,mlb,,Min Wage for Large Business w/ Bene,25000.0,694.4444444444445,2016
722,mlb,,Min Wage for Large Business w/ Bene,27000.0,750.0,2017
723,ml,,Min Wage for Large Business,17520.0,486.6666666666667,2011
724,ml,,Min Wage for Large Business,18080.0,502.22222222222223,2012
725,ml,,Min Wage for Large Business,18380.0,510.5555555555556,2013
726,ml,,Min Wage for Large Business,18640.0,517.7777777777777,2014
727,ml,,Min Wage for Large Business,22000.0,611.1111111111111,2015
728,ml,,Min Wage for Large Business,26000.0,722.2222222222222,2016
729,ml,,Min Wage for Large Business,30000.0,833.3333333333334,2017
