"Major","ComplexType","ComplexDescr","NbrBldgs","NbrStories","NbrUnits","AvgUnitSize","LandPerUnit","ProjectLocation","ProjectAppeal","PcntWithView","ConstrClass","BldgQuality","Condition","YrBuilt","EffYr","PcntComplete","Elevators","SectySystem","Fireplace","Laundry","AptConversion","CondoLandType","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode"
"216450","1","97 Unit Condo","97","2","97","2194","10984","3","4","0","4","5","3","2006","2006","100","N","N","Y","2","N","1","23701        116TH                     PL   SE 98031","23701","   ","  ","116TH                    ","PL  ","SE","98031"
"219290","1","FLATS","1","3","12","830","700","4","3","0","4","4","4","1980","1980","100","N","Y","N","2","N","1","2112      E  THOMAS                    ST      98112","2112 ","   ","E ","THOMAS                   ","ST  ","  ","98112"
"228519","1","FLATS","1","4","16","1021","577","3","3","0","4","4","4","1985","1985","100","Y","Y","Y","2","N","1","1800         BOYLSTON                  AVE     98122","1800 ","   ","  ","BOYLSTON                 ","AVE ","  ","98122"
"229661","1","ELDORADO #2 CONDOMINIUM","1","4","36","742","631","3","3","0","4","4","4","1969","1990","100","N","Y"," ","1","Y","1","3601         24TH                      AVE  W  98199","3601 ","   ","  ","24TH                     ","AVE ","W ","98199"
"232978","6","Condo MH Park","105","1","105","1510","9213","3","3","0","4","4","3","2002","2002","100","N"," "," ","0"," ","1","15400     SE 155TH                     PL      98058","15400","   ","SE","155TH                    ","PL  ","  ","98058"
"242730","1","2 DUPLEXES","2","1","4","1174","4415","3","2","0","4","4","3","1971","1982","100","N","N","Y","2","N","1","1402      NE 154TH                     ST      98155","1402 ","   ","NE","154TH                    ","ST  ","  ","98155"
"245960","1","TH & FLATS","11","2","59","1338","2521","4","3","0","4","5","4","1996","1996","100","N","N","Y","2","N","1","4400         249TH                     AVE  SE 98029","4400 ","   ","  ","249TH                    ","AVE ","SE","98029"
"248550","1","TOWNHOUSES","1","3","6","1044","2058","4","3","0","4","5","4","1985","1995","100","N","N","Y","2","N","1","9165         45TH                      AVE  SW 98136","9165 ","   ","  ","45TH                     ","AVE ","SW","98136"
"253885","1","FLATS & TOWNHOUSES","1","3","10","723","720","3","3","0","4","4","4","1981","1981","100","N","Y","Y","2","N","1","1515      E  UNION                     ST      98122","1515 ","   ","E ","UNION                    ","ST  ","  ","98122"
"253887","1","32 Unit Condo","1","3","31","425","0","2","3","0","3","6","5","1922","1995","100","N","Y","N","2","Y","1","2132         5TH                       AVE     98121","2132 ","   ","  ","5TH                      ","AVE ","  ","98121"
"260798","4","FLATS","1","4","48","785","483","3","3","0","4","4","4","1988","1988","100","Y","Y","Y","2","Y","1","840       NE 125TH                     ST      98125","840  ","   ","NE","125TH                    ","ST  ","  ","98125"
"261745","1","16 UNIT CONDO","1","3","16","804","743","3","3","0","4","5","4","1990","2004","100","Y","Y","Y","2","N","1","467          NEWTON                    ST      98109","467  ","   ","  ","NEWTON                   ","ST  ","  ","98109"
"261767","1","2 Unit Condo","1","2","2","1566","3600","3","3","0","4","4","3","2001","2001","100","N","N","N","2","N","1","528          4TH                       AVE  S  98032","528  ","   ","  ","4TH                      ","AVE ","S ","98032"
"263920","4","59 Res Units & 9 Coml Units","1","4","59","860","616","3","3","0","4","5","3","2001","2001","100","Y","Y","Y","2","Y","1","16275     NE 85TH                      ST      98052","16275","   ","NE","85TH                     ","ST  ","  ","98052"
"269480","3","RETAIL-OFFICE CONDOMINIUM","1","3","3","3143","1745","4","3","0","3","4","0","1908","1965","100","N","N"," ","0","Y","0","1606         PIKE                      PL      98101","1606 ","   ","  ","PIKE                     ","PL  ","  ","98101"
"269841","1","78 of 115 units","24","2","115","1469","3379","4","4","0","4","5","4","1990","1990","100","N","Y","Y","2","N","1","3600         225TH                     PL   SE 98029","3600 ","   ","  ","225TH                    ","PL  ","SE","98029"
"289150","2","ALISO TOWNHOMES (8 UNIT)","1","2","8","834","2284","3","3","0","4","4","4","1979","2001","100","N","N"," ","2","N","0","335       S  262ND                     ST      98030","335  ","   ","S ","262ND                    ","ST  ","  ","98030"
"290926","1","4 Flats & 6 T/H's","1","3","10","846","571","3","3","60","4","4","3","1989","2005","100","N","Y","N","2","Y","1","1124      N  92ND                      ST      98103","1124 ","   ","N ","92ND                     ","ST  ","  ","98103"
"311105","1","116 Unit Condominium","25","2","116","1422","3145","4","3","0","4","5","3","1998","1998","100","N","N","Y","2","N","1","2680         139TH                     AVE  SE 98007","2680 ","   ","  ","139TH                    ","AVE ","SE","98007"
"321000","1","Condo conversion in July, 2006.","2","2","13","811","1265","3","3","0","4","4","3","1985","1985","100","N","N","Y","2","Y","1","332          HEALY                     AVE  S  98045","332  ","   ","  ","HEALY                    ","AVE ","S ","98045"
"326055","1","FLATS","1","3","18","1004","2305","4","3","0","4","5","3","1995","1995","100","Y","N","Y","2","N","1","342          102ND                     AVE  SE 98004","342  ","   ","  ","102ND                    ","AVE ","SE","98004"
"327614","1","28 Unit Condo","5","2","28","863","6696","3","3","0","4","4","3","1981","1981","100","N","N","Y","2","N","1","1820      S  285TH                     PL      98003","1820 ","   ","S ","285TH                    ","PL  ","  ","98003"
"330077","1","FLATS","1","4","16","976","839","3","4","0","4","5","3","1979","1979","100","Y","Y","Y","2","N","1","11239        GREENWOOD                 AVE  N  98133","11239","   ","  ","GREENWOOD                ","AVE ","N ","98133"
"387550","1","43 UNIT CONDO","3","3","43","892","1846","3","3","0","4","4","4","1979","1995","100","N","N","Y","2","N","1","14303        124TH                     AVE  NE 98034","14303","   ","  ","124TH                    ","AVE ","NE","98034"
"174550","4","124 RES 3 COM'L 1 MANAGER UNIT","1","33","128","1168","105","3","4","0","2","6","4","1981","1981","100","Y","Y","N","2","N","1","2125         1ST                       AVE     98121","2125 ","   ","  ","1ST                      ","AVE ","  ","98121"
"188870","1"," 31 Condo Flats","1","6","31","812","297","3","3","0","4","6","3","2009","2009","100","Y","Y","Y","2","N","1","5803         24TH                      AVE  NW ","5803 ","   ","  ","24TH                     ","AVE ","NW",""
"195300","3"," ","1","3","19","767","1046","3","4","0","4","5","3","2002","2011","100","Y","Y","N","2"," ","0","","     ","   ","","                         ","","",""
"210900","1","12 UNITS + 5 PARKING UNITS","1","3","12","735","650","3","3","0","4","5","3","1990","1992","100","Y","Y"," ","2","N","1","3216         14TH                      AVE  W  98119","3216 ","   ","  ","14TH                     ","AVE ","W ","98119"
"229660","1","24 CONDO UNITS","3","4","24","1750","1300","3","3","0","4","4","4","1973","1991","100","N","Y","Y","2","N","1","3630         26TH                      PL   W  98199","3630 ","   ","  ","26TH                     ","PL  ","W ","98199"
"229662","1","3 UNIT CONDOMINIUM","1","3","3","1184","1663","3","3","0","4","4","4","1969","1990","100","N","Y"," ","1","Y","1","3635         24TH                      PL   W  98199","3635 ","   ","  ","24TH                     ","PL  ","W ","98199"
"246700","1","CONDO","1","3","7","757","990","3","3","0","4","4","4","1982","1982","100","N","N","Y","2","N","1","756       N  72ND                      ST      98103","756  ","   ","N ","72ND                     ","ST  ","  ","98103"
"246850","1","84 UNIT CONDO","3","7","84","1424","4304","4","4","0","3","6","4","1974","1974","100","Y","Y","Y","2","N","2","8003         SAND POINT                WAY  NE 98115","8003 ","   ","  ","SAND POINT               ","WAY ","NE","98115"
"253899","1","Fourplex Residential Condominium","1","2","4","1062","1200","3","3","0","4","5","5","1905","2002","100","N","N","N","2","Y","1","418       W  CROCKETT                  ST      98119","418  ","   ","W ","CROCKETT                 ","ST  ","  ","98119"
"253902","1","37 Unit Condo","1","4","37","1053","840","4","3","0","4","6","3","2002","2002","100","Y","Y"," ","0","N","1","55           WILLIAMS                  AVE  S  ","55   ","   ","  ","WILLIAMS                 ","AVE ","S ",""
"256090","1","4 UNIT CONDO","2","2","4","2097","3467","4","4","0","4","7","3","1996","1996","100","N","N","Y","2","N","1","734          1ST                       ST   S  98033","734  ","   ","  ","1ST                      ","ST  ","S ","98033"
"256994","1","4 TOWNHOUSE UNITS","1","4","4","1599","1290","3","3","0","4","5","3","1998","1998","100","N","Y","Y","2","N","1","514          WARD                      ST      98109","514  ","   ","  ","WARD                     ","ST  ","  ","98109"
"257028","4","29 RESIDL + 3 COML UNITS","1","6","32","770","313","4","3","0","3","5","4","1910","1970","100","Y","Y"," ","1","Y","1","1507         WESTERN                   AVE     98101","1507 ","   ","  ","WESTERN                  ","AVE ","  ","98101"
"258350","1","4 Unit Condo","1","3","4","1178","1100","4","3","100","4","4","3","1985","2000","100","N","Y","Y","2","Y","1","654       W  EMERSON                   ST      98119","654  ","   ","W ","EMERSON                  ","ST  ","  ","98119"
"259720","1","FLATS & TOWNHOUSES","6","2","46","1032","2358","3","3","0","4","4","4","1979","1979","100","N","N","Y","2","N","1","19115        BALLINGER                 WAY  NE 98155","19115","   ","  ","BALLINGER                ","WAY ","NE","98155"
"261731","1","FLATS","1","2","6","680","996","3","3","33","4","5","4","1967","1997","100","N","Y","Y","1","Y","1","416          FEDERAL                   AVE  E  98102","416  ","   ","  ","FEDERAL                  ","AVE ","E ","98102"
"261785","1","2006 Condo Conversion","1","3","5","1000","956","5","4","100","4","5","5","1967","1996","100","N","Y","Y","2","Y","1","4119         BEACH                     DR   SW 98116","4119 ","   ","  ","BEACH                    ","DR  ","SW","98116"
"264590","1","OLD 5-UNIT APT CONVERTED","1","2","5","612","1000","3","3","0","4","4","5","1928","1965","100","N","Y","N","1","Y","1","4255         LINDEN                    AVE  N  98103","4255 ","   ","  ","LINDEN                   ","AVE ","N ","98103"
"264690","1","3 Flats & 1 T/H","1","3","4","1226","1250","3","3","0","4","4","4","1987","2006","100","N","N","N","2","Y","1","3616         1ST                       AVE  NW 98107","3616 ","   ","  ","1ST                      ","AVE ","NW","98107"
"276750","1","8 UNIT CONDO","1","3","8","551","626","3","3","0","4","4","4","1990","1990","100","N","Y","Y","2","N","1","6009         14TH                      AVE  NW 98107","6009 ","   ","  ","14TH                     ","AVE ","NW","98107"
"295240","1","FLATS","1","3","16","833","698","3","3","0","4","4","4","1974","1974","100","N","Y","N","1","Y","1","8415         5TH                       AVE  NE 98115","8415 ","   ","  ","5TH                      ","AVE ","NE","98115"
"306700","1","Townhouses","13","2","64","1369","2900","4","4","0","4","5","3","2003","2004","0","N","N","Y","2","N","1","23120     SE BLACK NUGGET              RD      98027","23120","   ","SE","BLACK NUGGET             ","RD  ","  ","98027"
"311050","4","90 RES UNITS + 3 COM'L","1","18","93","1045","140","3","3","0","2","6","4","1980","1980","100","Y","Y","N","1","N","1","2621         2ND                       AVE     98121","2621 ","   ","  ","2ND                      ","AVE ","  ","98121"
"311503","1","20 of 103 T/H's & Flats","6","2","103","1241","5403","4","4","0","4","5","3","1987","1987","100","N","N","Y","2","N","1","16000     NE 40TH                      ST      98052","16000","   ","NE","40TH                     ","ST  ","  ","98052"
"311850","1","TOWNHOUSES","4","2","20","1410","4205","3","3","100","4","4","3","1986","1986","100","N","N","Y","2","N","1","2801      NE 195TH                     ST      98155","2801 ","   ","NE","195TH                    ","ST  ","  ","98155"
"329565","1","11 units condo","11","2","11","1776","5168","3","3","0","4","7","3","2003","2003","100","N","N","Y","2","N","1","11209     NE 87TH                      ST      98033","11209","   ","NE","87TH                     ","ST  ","  ","98033"
"329867","1","TOWNHOUSES","70","2","162","1698","4577","3","4","0","4","5","3","1998","1998","100","N","N","Y","2","N","1","505          228TH                     AVE  NE 98074","505  ","   ","  ","228TH                    ","AVE ","NE","98074"
"331820","1","FLATS","1","3","8","495","900","3","3","0","4","4","3","1985","1985","100","N","Y","N","1","N","1","1725         24TH                      AVE     98122","1725 ","   ","  ","24TH                     ","AVE ","  ","98122"
"177833","1","Townhouses","3","2","12","1872","4802","4","4","0","4","5","3","2003","2003","100","N","N","Y","2","N","1","6853         166TH                     PL   SE 98006","6853 ","   ","  ","166TH                    ","PL  ","SE","98006"
"177845","1","FLAT UNITS","1","4","16","1381","2304","3","3","100","4","5","3","2001","2001","100","Y","Y","Y","2","N","1","1700         LAKE WASHINGTON           BLVD N  98056","1700 ","   ","  ","LAKE WASHINGTON          ","BLVD","N ","98056"
"182243","3"," ","0","2","7","856","0","0","0","0","4","6","3","1988","1988","0"," "," "," ","0"," ","0","","     ","   ","","                         ","","",""
"182260","1","Townhouses","5","2","34","1615","2971","3","3","0","4","5","3","2004","2004","100","N","N","Y","2","N","1","17811        80TH                      AVE  NE ","17811","   ","  ","80TH                     ","AVE ","NE",""
"184305","4","High-Rise Mixed Use Condo","1","23","191","1026","102","3","4","0","2","6","3","2004","2004","100","Y","Y","Y","2","N","1","2033         2ND                       AVE     98101","2033 ","   ","  ","2ND                      ","AVE ","  ","98101"
"193280","1","5 UNIT BLDG","1","3","5","833","1000","3","3","0","4","4","4","1979","1979","100","N","Y","Y","2","N","1","4226         DAYTON                    AVE  N  98103","4226 ","   ","  ","DAYTON                   ","AVE ","N ","98103"
"211900","1","FLATS","1","6","63","672","266","3","3","0","4","4","3","2008","2008","100","Y","Y","N","2","N","1","4547         8TH                       AVE  NE 98105","4547 ","   ","  ","8TH                      ","AVE ","NE","98105"
"222090","1","FLATS","1","2","6","902","2413","3","3","0","4","4","3","1984","1984","100","N","N","Y","2","N","1","19509        FIRLANDS                  WAY  N  98133","19509","   ","  ","FIRLANDS                 ","WAY ","N ","98133"
"228525","1","FLATS","1","3","8","663","900","3","3","0","4","4","4","1985","1985","100","N","Y","Y","2","N","1","1819         17TH                      AVE     98122","1819 ","   ","  ","17TH                     ","AVE ","  ","98122"
"231360","1","10 FLAT UNITS","2","6","10","1172","647","3","3","0","4","5","2","1996","1996","100","Y","Y","Y","2","N","1","622          6TH                       AVE  W  98119","622  ","   ","  ","6TH                      ","AVE ","W ","98119"
"231398","1","37 FLAT UNITS","1","5","37","681","363","2","3","0","4","4","3","1997","1997","100","Y","Y"," ","2","N","1","524          6TH                       AVE  W  98119","524  ","   ","  ","6TH                      ","AVE ","W ","98119"
"232975","1","FLATS","1","2","8","745","2243","3","3","0","4","4","3","1993","1993","100","N","N","N","2","N","1","1403      NW RICHMOND BEACH            RD      98177","1403 ","   ","NW","RICHMOND BEACH           ","RD  ","  ","98177"
"233135","1","18 UNIT CONDO","4","2","18","1355","3523","3","3","0","4","5","3","1997","1997","100","N","N","Y","2","N","1","121          21ST                      ST   SE 98002","121  ","   ","  ","21ST                     ","ST  ","SE","98002"
"242270","3","Medical office condominium","1","1","5","1","0","3","3","0","4","4","3","1960","1960","100","N"," "," ","0"," ","1","13106        120TH                     AVE  NE ","13106","   ","  ","120TH                    ","AVE ","NE",""
"246842","1"," 3 TOWNHOUSE UNITS","3","4","3","2196","1873","4","3","0","4","6","3","1987","1995","100"," ","N","Y","2","N","1","2210         FAIRVIEW                  AVE  E  98102","2210 ","   ","  ","FAIRVIEW                 ","AVE ","E ","98102"
