,2_digit_naics,3_digit_naics,industry,avg_wage,monthly_rent_allowance,year,98103,98115,98133,98122,98125,98109,98105,98118,98102,98107,98117,98121,98116,98112,98101,98126,98104
403,81,,"Other services, except public administration",41828.0,1161.888888888889,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
404,81,811.0,Repair and maintenance,46865.0,1301.8055555555557,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
405,81,812.0,Personal and laundry services,30192.0,838.6666666666665,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
406,81,813.0,Membership associations and organization,53460.0,1485.0,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
407,81,814.0,Private households,35208.0,978.0,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408,TOTAL,,TOTAL,72451.0,2012.5277777777774,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True
409,11,,"Agriculture, forestry, fishing and hunting",67416.0,1872.666666666667,2015,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False
410,11,111.0,Crop production,30446.0,845.7222222222223,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
411,11,112.0,Animal production,34719.0,964.4166666666665,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
412,11,113.0,Forestry and logging,204592.0,5683.1111111111095,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
413,11,114.0,"Fishing, hunting and trapping",96225.0,2672.9166666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
414,11,115.0,Agriculture and forestry support activities,35524.0,986.7777777777777,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415,23,,Construction,66001.0,1833.361111111111,2015,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,True,False
416,23,236.0,Construction of buildings,70111.0,1947.5277777777774,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False
417,23,237.0,Heavy and civil engineering construction,79800.0,2216.6666666666665,2015,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
418,23,238.0,Specialty trade contractors,61935.0,1720.416666666667,2015,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
419,31-33,,Manufacturing,85321.0,2370.027777777778,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
420,31,311.0,Food manufacturing,54010.0,1500.2777777777774,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
421,31,312.0,Beverage and tobacco product manufacturing,49618.0,1378.2777777777774,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
422,31,313.0,Textile mills,37002.0,1027.8333333333333,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
423,31,314.0,Textile product mills,47952.0,1332.0,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
424,31,315.0,Apparel manufacturing,43574.0,1210.388888888889,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
425,31,316.0,Leather and allied product manufacturing,32401.0,900.0277777777777,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
426,32,321.0,Wood product manufacturing,53912.0,1497.5555555555554,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
427,32,322.0,Paper manufacturing,62206.0,1727.9444444444446,2015,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
428,32,323.0,Printing and related support activities,53903.0,1497.3055555555554,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
429,32,324.0,Petroleum and coal products manufacturing,84317.0,2342.1388888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
430,32,325.0,Chemical manufacturing,73400.0,2038.888888888889,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True
431,32,326.0,Plastics and rubber products manufacturing,48662.0,1351.7222222222224,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
432,32,327.0,Nonmetallic mineral product manufacturing,59279.0,1646.638888888889,2015,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
433,33,331.0,Primary metal manufacturing,72568.0,2015.7777777777774,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True
434,33,332.0,Fabricated metal product manufacturing,55150.0,1531.9444444444446,2015,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
435,33,333.0,Machinery manufacturing,71503.0,1986.1944444444446,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False
436,33,334.0,Computer and electronic product manufacturing,96788.0,2688.555555555556,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
437,33,335.0,Electrical equipment and appliance mfg.,76298.0,2119.3888888888887,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True
438,33,336.0,Transportation equipment manufacturing,110825.0,3078.472222222222,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
439,33,337.0,Furniture and related product manufacturing,41966.0,1165.7222222222224,2015,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
440,33,339.0,Miscellaneous manufacturing,69839.0,1939.9722222222226,2015,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False
441,42,,Wholesale trade,84101.0,2336.1388888888887,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
442,42,423.0,"Merchant wholesalers, durable goods",86469.0,2401.9166666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
443,42,424.0,"Merchant wholesalers, nondurable goods",67449.0,1873.583333333333,2015,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False
444,42,425.0,Electronic markets and agents and broker,102831.0,2856.416666666666,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
445,44-45,,Retail trade,52667.0,1462.9722222222226,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
446,44,441.0,Motor vehicle and parts dealers,53814.0,1494.833333333333,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
447,44,442.0,Furniture and home furnishings stores,44168.0,1226.888888888889,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
448,44,443.0,Electronics and appliance stores,51775.0,1438.1944444444446,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
449,44,444.0,Building material and garden supply stores,37625.0,1045.138888888889,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
450,44,445.0,Food and beverage stores,31365.0,871.25,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
451,44,446.0,Health and personal care stores,40873.0,1135.361111111111,2015,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
452,44,447.0,Gasoline stations,23353.0,648.6944444444445,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
453,44,448.0,Clothing and clothing accessories stores,25507.0,708.5277777777777,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
454,45,451.0,"Sporting goods, hobby, book and music stores",25846.0,717.9444444444445,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
455,45,452.0,General merchandise stores,33501.0,930.5833333333335,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
456,45,453.0,Miscellaneous store retailers,28885.0,802.3611111111113,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457,45,454.0,Nonstore retailers,120589.0,3349.6944444444453,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
458,48-49,,Transportation and warehousing,62124.0,1725.666666666667,2015,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
459,48,481.0,Air transportation,85098.0,2363.833333333333,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
460,48,483.0,Water transportation,78918.0,2192.1666666666665,2015,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
461,48,484.0,Truck transportation,48082.0,1335.611111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
462,48,485.0,Transit and ground passenger transportation,34119.0,947.75,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
463,48,487.0,Scenic and sightseeing transportation,46044.0,1279.0,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
464,48,488.0,Support activities for transportation,62864.0,1746.2222222222226,2015,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False
465,49,492.0,Couriers and messengers,42926.0,1192.388888888889,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
466,49,493.0,Warehousing and storage,56554.0,1570.9444444444446,2015,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
467,51,,Information,174003.0,4833.416666666667,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
468,51,511.0,"Publishing industries, except Internet",202617.0,5628.25,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
469,51,512.0,Motion picture and sound recording industries,32151.0,893.0833333333335,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
470,51,515.0,"Broadcasting, except Internet",83021.0,2306.1388888888887,2015,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
471,51,516.0,Internet publishing and broadcasting,0.0,0.0,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
472,51,517.0,Telecommunications,136903.0,3802.861111111111,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
473,51,518.0,"ISPs, search portals, and data processing",97822.0,2717.277777777778,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
474,51,519.0,Other information services,159830.0,4439.722222222223,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
475,52,,Finance and insurance,107680.0,2991.1111111111113,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
476,52,522.0,Credit intermediation and related activities,96166.0,2671.277777777778,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
477,52,524.0,Insurance carriers and related activities,93099.0,2586.083333333333,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
478,53,,Real estate and rental and leasing,57860.0,1607.2222222222226,2015,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
479,53,531.0,Real estate,59183.0,1643.9722222222226,2015,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False
480,53,532.0,Rental and leasing services,51250.0,1423.611111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
481,53,533.0,Lessors of nonfinancial intangible asset,66122.0,1836.7222222222226,2015,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False
482,54,,Professional and technical services,96540.0,2681.6666666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
483,54,541.0,Professional and technical services,96540.0,2681.6666666666665,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
484,55,,Management of companies and enterprises,113573.0,3154.8055555555547,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
485,55,551.0,Management of companies and enterprises,113573.0,3154.8055555555547,2015,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
486,56,,Administrative and waste services,54099.0,1502.75,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
487,56,561.0,Administrative and support services,53660.0,1490.5555555555554,2015,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
488,56,562.0,Waste management and remediation service,64127.0,1781.3055555555554,2015,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False
489,61,,Educational services,38863.0,1079.5277777777776,2015,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
490,61,611.0,Educational services,38863.0,1079.5277777777776,2015,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491,62,,Health care and social assistance,52905.0,1469.583333333333,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
492,62,621.0,Ambulatory health care services,64672.0,1796.4444444444446,2015,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,True,False
493,62,622.0,Hospitals,82955.0,2304.305555555556,2015,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
494,62,623.0,Nursing and residential care facilities,34053.0,945.9166666666665,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495,62,624.0,Social assistance,24698.0,686.0555555555555,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
496,72,,Accommodation and food services,24485.0,680.1388888888888,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
497,72,721.0,Accommodation,34290.0,952.5,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498,72,722.0,Food services and drinking places,23053.0,640.3611111111112,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,81,,"Other services, except public administration",42884.0,1191.2222222222224,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
500,81,811.0,Repair and maintenance,48712.0,1353.111111111111,2015,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
501,81,812.0,Personal and laundry services,30273.0,840.9166666666665,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
502,81,813.0,Membership associations and organization,55361.0,1537.8055555555554,2015,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
503,81,814.0,Private households,35787.0,994.0833333333335,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
504,TOTAL,,TOTAL,76828.0,2134.1111111111113,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True
505,11,,"Agriculture, forestry, fishing and hunting",83467.0,2318.527777777778,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
506,11,111.0,Crop production,32322.0,897.8333333333335,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,11,112.0,Animal production,35890.0,996.9444444444445,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,11,113.0,Forestry and logging,564832.0,15689.777777777781,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
509,11,114.0,"Fishing, hunting and trapping",104263.0,2896.1944444444453,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
510,11,115.0,Agriculture and forestry support activities,31806.0,883.5,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
511,23,,Construction,68822.0,1911.7222222222226,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
512,23,236.0,Construction of buildings,73113.0,2030.916666666667,2016,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True
513,23,237.0,Heavy and civil engineering construction,82965.0,2304.583333333333,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
514,23,238.0,Specialty trade contractors,64964.0,1804.555555555556,2016,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False
515,31-33,,Manufacturing,86298.0,2397.1666666666665,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
516,31,311.0,Food manufacturing,54068.0,1501.888888888889,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
517,31,312.0,Beverage and tobacco product manufacturing,49761.0,1382.25,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
518,31,313.0,Textile mills,42311.0,1175.3055555555557,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
519,31,314.0,Textile product mills,67849.0,1884.6944444444446,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
520,31,315.0,Apparel manufacturing,44123.0,1225.638888888889,2016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
521,31,316.0,Leather and allied product manufacturing,35234.0,978.7222222222223,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522,32,321.0,Wood product manufacturing,54924.0,1525.666666666667,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
523,32,322.0,Paper manufacturing,62748.0,1743.0,2016,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False
524,32,323.0,Printing and related support activities,54584.0,1516.2222222222226,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
525,32,324.0,Petroleum and coal products manufacturing,84971.0,2360.305555555556,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
526,32,325.0,Chemical manufacturing,80710.0,2241.944444444445,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
527,32,326.0,Plastics and rubber products manufacturing,51017.0,1417.138888888889,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
528,32,327.0,Nonmetallic mineral product manufacturing,62213.0,1728.138888888889,2016,False,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False
529,33,331.0,Primary metal manufacturing,70846.0,1967.9444444444446,2016,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True
530,33,332.0,Fabricated metal product manufacturing,55892.0,1552.5555555555554,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
531,33,333.0,Machinery manufacturing,71559.0,1987.75,2016,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True
532,33,334.0,Computer and electronic product manufacturing,109283.0,3035.638888888889,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
533,33,335.0,Electrical equipment and appliance mfg.,75498.0,2097.1666666666665,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True
534,33,336.0,Transportation equipment manufacturing,111757.0,3104.3611111111113,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
535,33,337.0,Furniture and related product manufacturing,44802.0,1244.5,2016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
536,33,339.0,Miscellaneous manufacturing,69876.0,1941.0,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
537,42,,Wholesale trade,86580.0,2405.0,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
538,42,423.0,"Merchant wholesalers, durable goods",89443.0,2484.527777777778,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
539,42,424.0,"Merchant wholesalers, nondurable goods",68046.0,1890.166666666667,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
540,42,425.0,Electronic markets and agents and broker,107132.0,2975.888888888889,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
541,44-45,,Retail trade,70808.0,1966.888888888889,2016,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True
542,44,441.0,Motor vehicle and parts dealers,55354.0,1537.611111111111,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
543,44,442.0,Furniture and home furnishings stores,43120.0,1197.7777777777776,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544,44,443.0,Electronics and appliance stores,57849.0,1606.916666666667,2016,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
545,44,444.0,Building material and garden supply stores,38360.0,1065.5555555555554,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,44,445.0,Food and beverage stores,31797.0,883.25,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,44,446.0,Health and personal care stores,42459.0,1179.4166666666667,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,44,447.0,Gasoline stations,24885.0,691.25,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,44,448.0,Clothing and clothing accessories stores,25475.0,707.6388888888887,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,45,451.0,"Sporting goods, hobby, book and music stores",27124.0,753.4444444444445,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,45,452.0,General merchandise stores,34293.0,952.5833333333335,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
552,45,453.0,Miscellaneous store retailers,30405.0,844.5833333333335,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
553,45,454.0,Nonstore retailers,183637.0,5101.027777777777,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
554,48-49,,Transportation and warehousing,64633.0,1795.361111111111,2016,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False
555,48,481.0,Air transportation,89819.0,2494.972222222222,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
556,48,483.0,Water transportation,81652.0,2268.1111111111113,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
557,48,484.0,Truck transportation,48764.0,1354.5555555555557,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
558,48,485.0,Transit and ground passenger transportation,38094.0,1058.1666666666667,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,48,487.0,Scenic and sightseeing transportation,47080.0,1307.7777777777776,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
560,48,488.0,Support activities for transportation,65346.0,1815.166666666667,2016,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,False
561,49,491.0,Postal service,28842.0,801.1666666666665,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
562,49,492.0,Couriers and messengers,42104.0,1169.5555555555557,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
563,49,493.0,Warehousing and storage,54235.0,1506.5277777777774,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
564,51,,Information,183401.0,5094.472222222223,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
565,51,511.0,"Publishing industries, except Internet",207948.0,5776.333333333332,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
566,51,512.0,Motion picture and sound recording industries,30975.0,860.4166666666665,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
567,51,515.0,"Broadcasting, except Internet",85212.0,2367.0,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
568,51,516.0,Internet publishing and broadcasting,0.0,0.0,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,51,517.0,Telecommunications,140211.0,3894.75,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
570,51,518.0,"ISPs, search portals, and data processing",117147.0,3254.083333333333,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
571,51,519.0,Other information services,191501.0,5319.472222222223,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
572,52,,Finance and insurance,110779.0,3077.1944444444453,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
573,52,522.0,Credit intermediation and related activities,99331.0,2759.1944444444453,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
574,52,524.0,Insurance carriers and related activities,97082.0,2696.722222222222,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
575,53,,Real estate and rental and leasing,60482.0,1680.0555555555554,2016,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False
576,53,531.0,Real estate,62210.0,1728.0555555555554,2016,False,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,False
577,53,532.0,Rental and leasing services,52416.0,1456.0,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
578,53,533.0,Lessors of nonfinancial intangible asset,73093.0,2030.361111111111,2016,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True
579,54,,Professional and technical services,100020.0,2778.333333333333,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
580,54,541.0,Professional and technical services,100020.0,2778.333333333333,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
581,55,,Management of companies and enterprises,115440.0,3206.666666666666,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
582,55,551.0,Management of companies and enterprises,115440.0,3206.666666666666,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
583,56,,Administrative and waste services,55652.0,1545.888888888889,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
584,56,561.0,Administrative and support services,55190.0,1533.0555555555554,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
585,56,562.0,Waste management and remediation service,66632.0,1850.888888888889,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
586,61,,Educational services,38695.0,1074.861111111111,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,61,611.0,Educational services,38695.0,1074.861111111111,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,62,,Healthcare and social assistance,54520.0,1514.4444444444446,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
589,62,621.0,Ambulatory healthcare services,66467.0,1846.305555555556,2016,True,True,True,True,True,False,True,True,True,True,False,False,True,False,False,True,True
590,62,622.0,Hospitals,82811.0,2300.305555555556,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
591,62,623.0,Nursing and residential care facilities,35083.0,974.5277777777777,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592,62,624.0,Social assistance,26760.0,743.3333333333335,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,71,,"Arts, entertainment, and recreation",41629.0,1156.361111111111,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,71,711.0,Performing arts and spectator sports,83112.0,2308.6666666666665,2016,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True
595,71,712.0,"Museums, historical sites, zoos, and parks",38136.0,1059.3333333333333,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596,71,713.0,"Amusements, gambling, and recreation",23176.0,643.7777777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
597,72,,Accommodation and food services,25891.0,719.1944444444445,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
598,72,721.0,Accommodation,35732.0,992.5555555555555,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
599,72,722.0,Food services and drinking places,24454.0,679.2777777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600,81,,"Other services, except public administration",44753.0,1243.138888888889,2016,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
601,81,811.0,Repair and maintenance,49554.0,1376.5,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
602,81,812.0,Personal and laundry services,33261.0,923.9166666666665,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
603,81,813.0,Membership associations and organization,56593.0,1572.0277777777774,2016,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
604,81,814.0,Private households,37443.0,1040.0833333333333,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
605,Total,Total,Total,81550.0,2265.277777777778,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
606,11,,"Agriculture, forestry, fishing and hunting",65439.0,1817.75,2017,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False
607,11,111,Crop production,34048.0,945.7777777777777,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
