,2_digit_naics,3_digit_naics,industry,avg_wage,monthly_rent_allowance,year,98103,98115,98133,98122,98125,98109,98105,98118,98102,98107,98117,98121,98116,98112,98101,98126,98104
199,81,812.0,Personal and laundry services,29354.0,815.3888888888887,2012,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
200,81,813.0,Membership associations and organization,48691.0,1352.5277777777776,2012,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
201,81,814.0,Private households,16269.0,451.91666666666674,2012,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,GOV,,GOVERNMENT,60207.0,1672.416666666667,2012,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True
203,NEC,,NOT ELSEWHERE CLASSIFIED,83148.0,2309.6666666666665,2012,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
204,TOTAL,,Total,67241.0,1867.805555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
205,11,,"Agriculture, forestry, fishing and hunting",72447.0,2012.416666666667,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
206,11,111.0,Crop production,29316.0,814.3333333333335,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
207,11,112.0,Animal production,30298.0,841.6111111111113,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
208,11,113.0,Forestry and logging,205555.0,5709.8611111111095,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
209,11,114.0,"Fishing, hunting and trapping",115181.0,3199.472222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
210,11,115.0,Agriculture and forestry support activities,31024.0,861.7777777777777,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
211,23,,Construction,61768.0,1715.7777777777774,2013,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True
212,23,236.0,Construction of buildings,64865.0,1801.805555555556,2013,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
213,23,237.0,Heavy and civil engineering construction,77008.0,2139.1111111111113,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
214,23,238.0,Specialty trade contractors,57527.0,1597.9722222222226,2013,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True
215,31-33,,Manufacturing,81446.0,2262.3888888888887,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
216,31,311.0,Food manufacturing,52561.0,1460.0277777777774,2013,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
217,31,312.0,Beverage and tobacco product manufacturing,53498.0,1486.0555555555554,2013,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True
218,31,313.0,Textile mills,36063.0,1001.75,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
219,31,314.0,Textile product mills,44293.0,1230.361111111111,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
220,31,315.0,Apparel manufacturing,41846.0,1162.388888888889,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
221,31,316.0,Leather and allied product manufacturing,39412.0,1094.7777777777776,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
222,32,321.0,Wood product manufacturing,52519.0,1458.861111111111,2013,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
223,32,322.0,Paper manufacturing,57502.0,1597.2777777777774,2013,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True
224,32,323.0,Printing and related support activities,50911.0,1414.1944444444446,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
225,32,324.0,Petroleum and coal products manufacturing,88604.0,2461.222222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
226,32,325.0,Chemical manufacturing,70256.0,1951.555555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
227,32,326.0,Plastics and rubber products manufacturing,45187.0,1255.1944444444443,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
228,32,327.0,Nonmetallic mineral product manufacturing,55014.0,1528.166666666667,2013,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True
229,33,331.0,Primary metal manufacturing,69466.0,1929.611111111111,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
230,33,332.0,Fabricated metal product manufacturing,52284.0,1452.333333333333,2013,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
231,33,333.0,Machinery manufacturing,67230.0,1867.5,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
232,33,334.0,Computer and electronic product manufacturing,90076.0,2502.1111111111113,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
233,33,335.0,Electrical equipment and appliance mfg.,68069.0,1890.805555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
234,33,336.0,Transportation equipment manufacturing,104609.0,2905.8055555555547,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
235,33,337.0,Furniture and related product manufacturing,41340.0,1148.3333333333333,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
236,33,339.0,Miscellaneous manufacturing,66858.0,1857.166666666667,2013,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
237,42,,Wholesale trade,78860.0,2190.555555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
238,42,423.0,"Merchant wholesalers, durable goods",80343.0,2231.75,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
239,42,424.0,"Merchant wholesalers, nondurable goods",65605.0,1822.361111111111,2013,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True
240,42,425.0,Electronic markets and agents and broker,94861.0,2635.027777777778,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
241,44-45,,Retail trade,44420.0,1233.888888888889,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
242,44,441.0,Motor vehicle and parts dealers,52226.0,1450.7222222222226,2013,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
243,44,442.0,Furniture and home furnishings stores,38599.0,1072.1944444444446,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
244,44,443.0,Electronics and appliance stores,46821.0,1300.5833333333333,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
245,44,444.0,Building material and garden supply stores,34952.0,970.8888888888887,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
246,44,445.0,Food and beverage stores,30194.0,838.7222222222223,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
247,44,446.0,Health and personal care stores,40477.0,1124.361111111111,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
248,44,447.0,Gasoline stations,21638.0,601.0555555555555,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,44,448.0,Clothing and clothing accessories stores,22667.0,629.6388888888888,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,45,451.0,"Sporting goods, hobby, book and music stores",22325.0,620.1388888888888,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,45,452.0,General merchandise stores,31826.0,884.0555555555555,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
252,45,453.0,Miscellaneous store retailers,27287.0,757.9722222222223,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,45,454.0,Nonstore retailers,107678.0,2991.0555555555547,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
254,48-49,,Transportation and warehousing,58781.0,1632.8055555555554,2013,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True
255,48,481.0,Air transportation,79201.0,2200.027777777778,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
256,48,483.0,Water transportation,71872.0,1996.4444444444446,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
257,48,484.0,Truck transportation,45488.0,1263.5555555555557,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
258,48,485.0,Transit and ground passenger transportation,31861.0,885.0277777777777,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
259,48,487.0,Scenic and sightseeing transportation,40224.0,1117.3333333333333,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
260,48,488.0,Support activities for transportation,59904.0,1664.0,2013,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True
261,49,491.0,Postal service,27006.0,750.1666666666665,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
262,49,492.0,Couriers and messengers,42851.0,1190.3055555555557,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
263,49,493.0,Warehousing and storage,60405.0,1677.916666666667,2013,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True
264,51,,Information,157376.0,4371.555555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
265,51,511.0,"Publishing industries, except Internet",185398.0,5149.944444444444,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
266,51,512.0,Motion picture and sound recording industries,31933.0,887.0277777777777,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
267,51,515.0,"Broadcasting, except Internet",80934.0,2248.1666666666665,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
268,51,516.0,Internet publishing and broadcasting,0.0,0.0,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,51,517.0,Telecommunications,108525.0,3014.583333333333,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
270,51,518.0,"ISPs, search portals, and data processing",81586.0,2266.277777777778,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
271,51,519.0,Other information services,124411.0,3455.8611111111113,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
272,52,,Finance and insurance,99050.0,2751.388888888889,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
273,52,522.0,Credit intermediation and related activities,83993.0,2333.1388888888887,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
274,52,524.0,Insurance carriers and related activities,88985.0,2471.805555555556,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
275,53,,Real estate and rental and leasing,53115.0,1475.416666666667,2013,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True
276,53,531.0,Real estate,54216.0,1506.0,2013,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True
277,53,532.0,Rental and leasing services,47497.0,1319.361111111111,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
278,53,533.0,Lessors of nonfinancial intangible asset,73998.0,2055.5,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
279,54,,Professional and technical services,91942.0,2553.944444444445,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
280,54,541.0,Professional and technical services,91942.0,2553.944444444445,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
281,55,,Management of companies and enterprises,110805.0,3077.916666666666,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
282,55,551.0,Management of companies and enterprises,110805.0,3077.916666666666,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
283,56,,Administrative and waste services,50558.0,1404.388888888889,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
284,56,561.0,Administrative and support services,50205.0,1394.583333333333,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
285,56,562.0,Waste management and remediation service,58573.0,1627.0277777777774,2013,True,False,True,True,True,False,False,True,True,False,False,False,True,False,False,True,True
286,61,,Educational services,37680.0,1046.6666666666667,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
287,61,611.0,Educational services,37680.0,1046.6666666666667,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
288,62,,Health care and social assistance,53069.0,1474.138888888889,2013,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True
289,62,621.0,Ambulatory health care services,61319.0,1703.3055555555554,2013,True,True,True,True,True,True,False,True,True,False,False,True,True,False,False,True,True
290,62,622.0,Hospitals,77804.0,2161.222222222222,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
291,62,623.0,Nursing and residential care facilities,32426.0,900.7222222222223,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
292,62,624.0,Social assistance,26318.0,731.0555555555555,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,71,,"Arts, entertainment, and recreation",36873.0,1024.25,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
294,71,711.0,Performing arts and spectator sports,74472.0,2068.6666666666665,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
295,71,712.0,"Museums, historical sites, zoos, and parks",34989.0,971.9166666666665,2013,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
296,71,713.0,"Amusements, gambling, and recreation",20772.0,577.0,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
297,72,,Accommodation and food services,22513.0,625.3611111111112,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
298,72,721.0,Accommodation,31504.0,875.1111111111113,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
299,72,722.0,Food services and drinking places,21086.0,585.7222222222222,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
300,81,,"Other services, except public administration",33489.0,930.25,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
301,81,811.0,Repair and maintenance,46756.0,1298.7777777777776,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
302,81,812.0,Personal and laundry services,30275.0,840.9722222222223,2013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
303,81,813.0,Membership associations and organization,51381.0,1427.25,2013,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True
304,81,814.0,Private households,17073.0,474.25,2013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,GOV,,GOVERNMENT,61859.0,1718.3055555555554,2013,True,True,True,True,True,True,False,True,True,False,True,True,True,False,False,True,True
306,NEC,,NOT ELSEWHERE CLASSIFIED,87703.0,2436.194444444445,2013,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
307,TOTAL,,TOTAL,70589.0,1960.805555555556,2014,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
308,11,,"Agriculture, forestry, fishing and hunting",70430.0,1956.388888888889,2014,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
309,11,111.0,Crop production,30371.0,843.6388888888887,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,11,112.0,Animal production,32758.0,909.9444444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,11,113.0,Forestry and logging,215949.0,5998.583333333332,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
312,11,114.0,"Fishing, hunting and trapping",111657.0,3101.583333333333,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
313,11,115.0,Agriculture and forestry support activities,36024.0,1000.6666666666665,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
314,23,,Construction,63542.0,1765.0555555555554,2014,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False
315,23,236.0,Construction of buildings,67061.0,1862.805555555556,2014,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
316,23,237.0,Heavy and civil engineering construction,78428.0,2178.555555555556,2014,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True
317,23,238.0,Specialty trade contractors,59112.0,1642.0,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
318,31-33,,Manufacturing,85909.0,2386.3611111111113,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True
319,31,311.0,Food manufacturing,53432.0,1484.2222222222226,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
320,31,312.0,Beverage and tobacco product manufacturing,49861.0,1385.0277777777774,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
321,31,313.0,Textile mills,37938.0,1053.8333333333333,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
322,31,314.0,Textile product mills,46140.0,1281.6666666666667,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
323,31,315.0,Apparel manufacturing,43270.0,1201.9444444444443,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
324,31,316.0,Leather and allied product manufacturing,41559.0,1154.4166666666667,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
325,32,321.0,Wood product manufacturing,51588.0,1433.0,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
326,32,322.0,Paper manufacturing,61059.0,1696.083333333333,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
327,32,323.0,Printing and related support activities,52468.0,1457.4444444444446,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
328,32,324.0,Petroleum and coal products manufacturing,95008.0,2639.1111111111113,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
329,32,325.0,Chemical manufacturing,72295.0,2008.1944444444446,2014,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
330,32,326.0,Plastics and rubber products manufacturing,45965.0,1276.8055555555557,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
331,32,327.0,Nonmetallic mineral product manufacturing,57102.0,1586.166666666667,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
332,33,331.0,Primary metal manufacturing,70783.0,1966.1944444444446,2014,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
333,33,332.0,Fabricated metal product manufacturing,55414.0,1539.2777777777774,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
334,33,333.0,Machinery manufacturing,70642.0,1962.2777777777774,2014,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
335,33,334.0,Computer and electronic product manufacturing,93148.0,2587.444444444445,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True
336,33,335.0,Electrical equipment and appliance mfg.,72311.0,2008.638888888889,2014,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
337,33,336.0,Transportation equipment manufacturing,113114.0,3142.0555555555547,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
338,33,337.0,Furniture and related product manufacturing,41686.0,1157.9444444444443,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
339,33,339.0,Miscellaneous manufacturing,67329.0,1870.25,2014,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
340,42,,Wholesale trade,81435.0,2262.083333333333,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
341,42,423.0,"Merchant wholesalers, durable goods",82722.0,2297.833333333333,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
342,42,424.0,"Merchant wholesalers, nondurable goods",66586.0,1849.611111111111,2014,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,False
343,42,425.0,Electronic markets and agents and broker,99481.0,2763.3611111111113,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
344,44-45,,Retail trade,48346.0,1342.9444444444443,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
345,44,441.0,Motor vehicle and parts dealers,53548.0,1487.4444444444446,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
346,44,442.0,Furniture and home furnishings stores,41423.0,1150.638888888889,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
347,44,443.0,Electronics and appliance stores,48402.0,1344.5,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
348,44,444.0,Building material and garden supply stores,35125.0,975.6944444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349,44,445.0,Food and beverage stores,30652.0,851.4444444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350,44,446.0,Health and personal care stores,40809.0,1133.5833333333333,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
351,44,447.0,Gasoline stations,22110.0,614.1666666666666,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
352,44,448.0,Clothing and clothing accessories stores,24292.0,674.7777777777778,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
353,45,451.0,"Sporting goods, hobby, book and music stores",23613.0,655.9166666666666,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
354,45,452.0,General merchandise stores,31855.0,884.8611111111113,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
355,45,453.0,Miscellaneous store retailers,28198.0,783.2777777777777,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
356,45,454.0,Nonstore retailers,113622.0,3156.166666666666,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
357,48-49,,Transportation and warehousing,59277.0,1646.583333333333,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
358,48,481.0,Air transportation,81199.0,2255.527777777778,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
359,48,483.0,Water transportation,72828.0,2023.0,2014,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True
360,48,484.0,Truck transportation,46783.0,1299.5277777777776,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
361,48,485.0,Transit and ground passenger transportation,32740.0,909.4444444444445,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,48,487.0,Scenic and sightseeing transportation,41113.0,1142.0277777777776,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
363,48,488.0,Support activities for transportation,59679.0,1657.75,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
364,49,491.0,Postal service,26128.0,725.7777777777777,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
365,49,492.0,Couriers and messengers,42902.0,1191.7222222222224,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
366,49,493.0,Warehousing and storage,56272.0,1563.111111111111,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
367,51,,Information,173746.0,4826.277777777777,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
368,51,511.0,"Publishing industries, except Internet",206152.0,5726.444444444444,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
369,51,512.0,Motion picture and sound recording industries,29407.0,816.8611111111113,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,51,515.0,"Broadcasting, except Internet",80759.0,2243.305555555556,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
371,51,516.0,Internet publishing and broadcasting,0.0,0.0,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
372,51,517.0,Telecommunications,119664.0,3324.0,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
373,51,518.0,"ISPs, search portals, and data processing",103135.0,2864.8611111111113,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
374,51,519.0,Other information services,132417.0,3678.25,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
375,52,,Finance and insurance,104180.0,2893.888888888889,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
376,52,522.0,Credit intermediation and related activities,83921.0,2331.1388888888887,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True
377,52,524.0,Insurance carriers and related activities,89749.0,2493.027777777778,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True
378,53,,Real estate and rental and leasing,55297.0,1536.0277777777774,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
379,53,531.0,Real estate,56483.0,1568.9722222222226,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
380,53,532.0,Rental and leasing services,49315.0,1369.861111111111,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
381,53,533.0,Lessors of nonfinancial intangible asset,60882.0,1691.166666666667,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
382,54,,Professional and technical services,96120.0,2670.0,2014,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
383,54,541.0,Professional and technical services,96120.0,2670.0,2014,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
384,55,,Management of companies and enterprises,110545.0,3070.6944444444453,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385,55,551.0,Management of companies and enterprises,110545.0,3070.6944444444453,2014,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
386,56,,Administrative and waste services,52313.0,1453.138888888889,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
387,56,561.0,Administrative and support services,51953.0,1443.138888888889,2014,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
388,56,562.0,Waste management and remediation service,60657.0,1684.916666666667,2014,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
389,61,,Educational services,37750.0,1048.611111111111,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
390,61,611.0,Educational services,37750.0,1048.611111111111,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391,62,,Health care and social assistance,50139.0,1392.75,2014,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
392,62,621.0,Ambulatory health care services,62474.0,1735.388888888889,2014,False,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False
393,62,622.0,Hospitals,79336.0,2203.777777777778,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
394,62,623.0,Nursing and residential care facilities,36242.0,1006.7222222222223,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395,62,624.0,Social assistance,21984.0,610.6666666666666,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
396,71,,"Arts, entertainment, and recreation",39909.0,1108.5833333333333,2014,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
397,71,711.0,Performing arts and spectator sports,82266.0,2285.1666666666665,2014,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True
398,71,712.0,"Museums, historical sites, zoos, and parks",36594.0,1016.5,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
399,71,713.0,"Amusements, gambling, and recreation",22091.0,613.6388888888888,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400,72,,Accommodation and food services,23250.0,645.8333333333334,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
401,72,721.0,Accommodation,33248.0,923.5555555555555,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
402,72,722.0,Food services and drinking places,21764.0,604.5555555555555,2014,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
